Status,CRN,Course Code,Course Subject,Course Number,Course Title,Cross List Code,College,Department,Schedule Type,Credits,Days,Time,Primary Instructor,Secondary Instructors,Max Enrollment,Current Enrollment,Enrollment Available,Waitlist Count,Campus,Location,Seating,Dates
Open,14262,CS 691-144,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Shu, Kai",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,14263,CS 691-151,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Muller, Stefan",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11273,CS 691-156,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Raicu, Ioan",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,14965,CS 691-164,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Wang, Binghui",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10372,CS 691-167,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Korel, Bogdan",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11426,CS 691-171,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Bilgic, Mustafa",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,14264,CS 691-173,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Duan, Yue",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10373,CS 691-181,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Hood, Cynthia",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10374,CS 691-183,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Wan, Peng-Jun",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10375,CS 691-188,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Sun, Xian-He",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10376,CS 691-193,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Agam, Gady",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10377,CS 691-194,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Calinescu, Gruia",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10378,CS 691-197,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Kapoor, Sanjiv",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10379,CS 691-199,CS,691,Research and Thesis Ph.D.,,CC,CSCI,IND,20,, - ,"Chlebus, Edward",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11710,HUM 200-01,HUM,200,Food and Communication,,LS,HUMA,LEC,3,MW,0835 - 0950,"Branson, Qian",,22,0,22,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12143,HUM 200-02,HUM,200,Love in the Ancient World,,LS,HUMA,LEC,3,TR,1125 - 1240,"Zatirka, Brendon",,22,0,22,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12142,HUM 200-03,HUM,200,Love in the Ancient World,,LS,HUMA,LEC,3,TR,1350 - 1505,"Zatirka, Brendon",,22,0,22,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12533,HUM 200-04,HUM,200,Philosophy and Skills,,LS,HUMA,LEC,3,MW,1125 - 1240,"Fang, Ge",,22,0,22,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11523,HUM 200-05,HUM,200,Art & Science,,LS,HUMA,LEC,3,MW,1350 - 1505,"Monnin, Victor",,22,0,22,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11711,HUM 200-06,HUM,200,Dragon Slayers,,LS,HUMA,LEC,3,TR,0835 - 0950,"Seigfried, Karl",,22,0,22,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,12891,HUM 200-07,HUM,200,History of Photography,,LS,HUMA,LEC,3,W,1825 - 2105,"Davis, Jenelle",,22,0,22,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,11713,HUM 200-08,HUM,200,Dragon Slayers,,LS,HUMA,LEC,3,TR,1950 - 2105,"Seigfried, Karl",,22,0,22,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,11521,HUM 200-09,HUM,200,H. G. Wells,,LS,HUMA,LEC,3,MW,1000 - 1115,"Phelps, Renata",,22,0,22,0,Mies,IT-6D6-1,48,22-AUG-22 to 10-DEC-22
Open,12635,HUM 200-13,HUM,200,Food and Communication,,LS,HUMA,LEC,3,MW,1000 - 1115,"Branson, Qian",,22,0,22,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,13688,HUM 202-01,HUM,202,Industrial Culture,,LS,HUMA,LEC,3,TR,1515 - 1630,"Green, Keith",,22,0,22,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,14920,HUM 204-01,HUM,204,Age of Darwin,,LS,HUMA,LEC,3,TR,1000 - 1115,"Baszak, Gregor",,22,0,22,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,15188,HUM 250-01,HUM,250,Introduction to STS,,LS,HUMA,LEC,3,MW,1515 - 1630,"Monnin, Victor",,22,0,22,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,15189,HUM 371-01,HUM,371,Fundamentals of Game Design,,LS,HUMA,LEC,3,MW,1125 - 1240,"Kocurek, Carly",,22,0,22,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,14776,HUM 601-01,HUM,601,TA Seminar,,LS,HUMA,SEM,0,TR,1250 - 1340,"McGee, Tracey",,80,0,80,0,Mies,PS-111,98,22-AUG-22 to 10-DEC-22
Open,10282,MATH 100-01,MATH,100,Introduction to the Profession,,CC,AMAT,LEC,3,MW,1000 - 1115,"Ellis, Robert",,20,0,20,0,Mies,RE-119,30,22-AUG-22 to 10-DEC-22
Open,10283,MATH 119-01,MATH,119,Geometry for Architects,,CC,AMAT,LEC,3,MWF,0835 - 0950,"Maslanka, David",,40,0,40,0,Mies,RE-258,42,22-AUG-22 to 10-DEC-22
Open,10284,MATH 119-02,MATH,119,Geometry for Architects,,CC,AMAT,LEC,3,MWF,1000 - 1115,"Maslanka, David",,40,0,40,0,Mies,RE-258,42,22-AUG-22 to 10-DEC-22
Open,14564,MATH 131-01,MATH,131,Mathematics for Sustainability,,CC,AMAT,LEC,3,MW,1350 - 1505,"Weening, Fred",,28,0,28,0,Mies,RE-241,30,22-AUG-22 to 10-DEC-22
Open,10285,MATH 148-01,MATH,148,Preparation for Calculus,,CC,AMAT,LEC,4,MWF,0835 - 0950,"Zazi, George",,30,0,30,0,Mies,RE-119,30,22-AUG-22 to 10-DEC-22
Open,11070,MATH 148-02,MATH,148,Preparation for Calculus,,CC,AMAT,LEC,4,MWF,1000 - 1115,"Alhejoj, Kawkab",,30,0,30,0,Mies,RE-121,30,22-AUG-22 to 10-DEC-22
Open,10286,MATH 148-03,MATH,148,Preparation for Calculus,,CC,AMAT,LEC,4,MWF,1125 - 1240,"Alhejoj, Kawkab",,30,0,30,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12670,MATH 148-04,MATH,148,Preparation for Calculus,,CC,AMAT,LEC,4,MWF,1350 - 1505,"Popovic, Gorjana",,31,0,31,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12749,MATH 148-05,MATH,148,Preparation for Calculus,,CC,AMAT,LEC,4,MWF,1000 - 1115,"Popovic, Gorjana",,30,0,30,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10303,MATH 151-01,MATH,151,Calculus I,,CC,AMAT,LAB,5,R,0835 - 0950,,,30,0,30,0,Mies,IT-14C7-1,36,22-AUG-22 to 10-DEC-22
Open,10303,MATH 151-01,MATH,151,Calculus I,,CC,AMAT,LEC,5,MWF,0835 - 0950,,,30,0,30,0,Mies,IT-6C7-1,46,22-AUG-22 to 10-DEC-22
Open,10304,MATH 151-02,MATH,151,Calculus I,,CC,AMAT,LEC,5,MWF,1000 - 1115,"Zazi, George",,30,0,30,0,Mies,IT-6C7-1,46,22-AUG-22 to 10-DEC-22
Open,10304,MATH 151-02,MATH,151,Calculus I,,CC,AMAT,LAB,5,R,1125 - 1240,"Zazi, George",,30,0,30,0,Mies,IT-14C7-1,36,22-AUG-22 to 10-DEC-22
Open,10305,MATH 151-03,MATH,151,Calculus I,,CC,AMAT,LEC,5,MWF,1000 - 1115,"Stasi, Despina",,30,0,30,0,Mies,HH-010,40,22-AUG-22 to 10-DEC-22
Open,10305,MATH 151-03,MATH,151,Calculus I,,CC,AMAT,LAB,5,T,1000 - 1115,"Stasi, Despina",,30,0,30,0,Mies,IT-14C7-1,36,22-AUG-22 to 10-DEC-22
Open,10306,MATH 151-04,MATH,151,Calculus I,,CC,AMAT,LEC,5,MWF,1350 - 1505,,,30,0,30,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,10306,MATH 151-04,MATH,151,Calculus I,,CC,AMAT,LAB,5,R,1000 - 1115,,,30,0,30,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,10307,MATH 151-05,MATH,151,Calculus I,,CC,AMAT,LAB,5,F,1350 - 1505,"Stasi, Despina",,30,0,30,0,Mies,IT-14C5-1,40,22-AUG-22 to 10-DEC-22
Open,10307,MATH 151-05,MATH,151,Calculus I,,CC,AMAT,LEC,5,MWF,1125 - 1240,"Stasi, Despina",,30,0,30,0,Mies,HH-010,40,22-AUG-22 to 10-DEC-22
Open,10308,MATH 151-06,MATH,151,Calculus I,,CC,AMAT,LEC,5,MWF,1125 - 1240,"Popovic, Gorjana",,30,0,30,0,Mies,IT-6C7-1,46,22-AUG-22 to 10-DEC-22
Open,10308,MATH 151-06,MATH,151,Calculus I,,CC,AMAT,LAB,5,F,0835 - 0950,"Popovic, Gorjana",,30,0,30,0,Mies,IT-14C7-1,36,22-AUG-22 to 10-DEC-22
Open,11352,MATH 151-07,MATH,151,Calculus I,,CC,AMAT,LEC,5,MWF,0835 - 0950,,,30,0,30,0,Mies,IT-6D6-1,48,22-AUG-22 to 10-DEC-22
Open,11352,MATH 151-07,MATH,151,Calculus I,,CC,AMAT,LAB,5,T,0835 - 0950,,,30,0,30,0,Mies,IT-14C7-1,36,22-AUG-22 to 10-DEC-22
Open,15059,MATH 151-08,MATH,151,Calculus I,,CC,AMAT,LEC,5,MWF,1515 - 1630,,,30,0,30,0,Mies,IT-6C7-1,46,22-AUG-22 to 10-DEC-22
Open,15059,MATH 151-08,MATH,151,Calculus I,,CC,AMAT,LAB,5,R,1515 - 1630,,,30,0,30,0,Mies,IT-14C7-1,36,22-AUG-22 to 10-DEC-22
Open,10287,MATH 152-01,MATH,152,Calculus II,,CC,AMAT,LEC,5,MWF,0835 - 0950,"Shive, Joseph",,30,0,30,0,Mies,HH-003,45,22-AUG-22 to 10-DEC-22
Open,10287,MATH 152-01,MATH,152,Calculus II,,CC,AMAT,LAB,5,T,1515 - 1630,"Shive, Joseph",,30,0,30,0,Mies,IT-14C5-1,40,22-AUG-22 to 10-DEC-22
Open,10288,MATH 152-02,MATH,152,Calculus II,,CC,AMAT,LEC,5,MWF,1000 - 1115,"Shive, Joseph",,30,0,30,0,Mies,HH-003,45,22-AUG-22 to 10-DEC-22
Open,10288,MATH 152-02,MATH,152,Calculus II,,CC,AMAT,LAB,5,W,1515 - 1630,"Shive, Joseph",,30,0,30,0,Mies,IT-6D6-1,48,22-AUG-22 to 10-DEC-22
Open,10289,MATH 152-03,MATH,152,Calculus II,,CC,AMAT,LEC,5,MWF,1000 - 1115,,,32,0,32,0,Mies,HH-005,40,22-AUG-22 to 10-DEC-22
Open,10289,MATH 152-03,MATH,152,Calculus II,,CC,AMAT,LAB,5,T,1000 - 1115,,,32,0,32,0,Mies,IT-14C5-1,40,22-AUG-22 to 10-DEC-22
Open,11071,MATH 152-04,MATH,152,Calculus II,,CC,AMAT,LEC,5,MWF,1350 - 1505,"Maslanka, David",,30,0,30,0,Mies,RE-258,42,22-AUG-22 to 10-DEC-22
Open,11071,MATH 152-04,MATH,152,Calculus II,,CC,AMAT,LAB,5,F,1125 - 1240,"Maslanka, David",,30,0,30,0,Mies,RE-258,42,22-AUG-22 to 10-DEC-22
Open,10290,MATH 152-05,MATH,152,Calculus II,,CC,AMAT,LAB,5,M,1515 - 1630,,,36,0,36,0,Mies,IT-14C7-1,36,22-AUG-22 to 10-DEC-22
Open,10290,MATH 152-05,MATH,152,Calculus II,,CC,AMAT,LEC,5,MWF,1125 - 1240,,,36,0,36,0,Mies,HH-003,45,22-AUG-22 to 10-DEC-22
Open,12621,MATH 225-01,MATH,225,Introductory Statistics,,CC,AMAT,LEC,3,MW,1350 - 1505,"Stasi, Despina",,28,0,28,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10291,MATH 251-01,MATH,251,Multivariate & Vector Calculus,,CC,AMAT,REC,4,T,0835 - 0950,,,39,0,39,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10291,MATH 251-01,MATH,251,Multivariate & Vector Calculus,,CC,AMAT,LEC,4,MWF,1125 - 1240,,,39,0,39,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10294,MATH 251-02,MATH,251,Multivariate & Vector Calculus,,CC,AMAT,LEC,4,MWF,1350 - 1505,"Ong, Kiah",,38,0,38,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10294,MATH 251-02,MATH,251,Multivariate & Vector Calculus,,CC,AMAT,REC,4,F,1125 - 1240,"Ong, Kiah",,38,0,38,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10292,MATH 251-03,MATH,251,Multivariate & Vector Calculus,,CC,AMAT,LEC,4,MW,1515 - 1630,,,38,0,38,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10292,MATH 251-03,MATH,251,Multivariate & Vector Calculus,,CC,AMAT,REC,4,R,1515 - 1630,,,38,0,38,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10292,MATH 251-03,MATH,251,Multivariate & Vector Calculus,,CC,AMAT,LEC,4,F,1350 - 1505,,,38,0,38,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10293,MATH 251-05,MATH,251,Multivariate & Vector Calculus,,CC,AMAT,REC,4,W,1700 - 1815,"Ong, Kiah",,42,0,42,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10293,MATH 251-05,MATH,251,Multivariate & Vector Calculus,,CC,AMAT,LEC,4,TR,1700 - 1845,"Ong, Kiah",,42,0,42,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,15060,MATH 251-06,MATH,251,Multivariate & Vector Calculus,,CC,AMAT,REC,4,R,0835 - 0950,"Lubin, Arthur",,42,0,42,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,15060,MATH 251-06,MATH,251,Multivariate & Vector Calculus,,CC,AMAT,LEC,4,MWF,1125 - 1240,"Lubin, Arthur",,42,0,42,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12009,MATH 251-07,MATH,251,Multivariate & Vector Calculus,,CC,AMAT,LEC,4,TR,1855 - 2040,"Adler, Andre",,25,0,25,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,12009,MATH 251-07,MATH,251,Multivariate & Vector Calculus,,CC,AMAT,REC,4,W,1855 - 2010,"Adler, Andre",,25,0,25,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,10295,MATH 252-01,MATH,252,Introduction to Diff Equations,,CC,AMAT,LEC,4,MWF,1125 - 1240,"Pelsmajer, Michael",,36,0,36,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10296,MATH 252-02,MATH,252,Introduction to Diff Equations,,CC,AMAT,LEC,4,MWF,1350 - 1505,,,30,0,30,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,15061,MATH 252-03,MATH,252,Introduction to Diff Equations,,CC,AMAT,LEC,4,MW,1515 - 1630,"Ong, Kiah",,30,0,30,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,15061,MATH 252-03,MATH,252,Introduction to Diff Equations,,CC,AMAT,LEC,4,F,1125 - 1240,"Ong, Kiah",,30,0,30,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10297,MATH 252-04,MATH,252,Introduction to Diff Equations,,CC,AMAT,LEC,4,MWF,1000 - 1115,"Weening, Fred",,38,0,38,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10298,MATH 252-05,MATH,252,Introduction to Diff Equations,,CC,AMAT,LEC,4,MWF,0835 - 0950,"Weening, Fred",,38,0,38,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12408,MATH 252-06,MATH,252,Introduction to Diff Equations,,CC,AMAT,LEC,4,TR,1700 - 1845,"Attele, Kapila",,39,0,39,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,15062,MATH 252-07,MATH,252,Introduction to Diff Equations,,CC,AMAT,LEC,4,MW,1700 - 1845,"Adler, Andre",,25,0,25,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,10299,MATH 332-01,MATH,332,Elementary Linear Algebra,,CC,AMAT,LEC,3,MW,1125 - 1240,"Kaul, Hemanshu",,41,0,41,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12797,MATH 332-02,MATH,332,Elementary Linear Algebra,,CC,AMAT,LEC,3,TR,1125 - 1240,"Li, Shuwang",,50,0,50,0,Mies,PH-108,56,22-AUG-22 to 10-DEC-22
Open,10300,MATH 333-01,MATH,333,Matrix Alg & Complex Variables,,CC,AMAT,LEC,3,MW,1515 - 1630,"Lubin, Arthur",,38,0,38,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10301,MATH 333-02,MATH,333,Matrix Alg & Complex Variables,,CC,AMAT,LEC,3,MW,1855 - 2010,"Attele, Kapila",,38,0,38,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11571,MATH 374-01,MATH,374,Probability/Statistics for ECE,,CC,AMAT,LEC,3,MW,1000 - 1115,"Lubin, Arthur",,38,0,38,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10302,MATH 400-01,MATH,400,Real Analysis,,CC,AMAT,LEC,3,MW,1515 - 1630,"Kaul, Hemanshu",,28,0,28,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,15063,MATH 431-01,MATH,431,Computational Algebraic Geom,7P,CC,AMAT,LEC,3,TR,1125 - 1240,"Petrovic, Sonja",,28,0,28,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11808,MATH 474-02,MATH,474,Probability and Statistics,,CC,AMAT,LEC,3,TR,1515 - 1630,"Bielecki, Tomasz",,35,0,35,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,14569,MATH 474-03,MATH,474,Probability and Statistics,,CC,AMAT,LEC,3,TR,1350 - 1505,"Cheng, Maggie",,35,0,35,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10310,MATH 475-01,MATH,475,Probability,,CC,AMAT,LEC,3,MW,1000 - 1115,"Nadtochiy, Sergey",,32,0,32,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,15004,MATH 475-02,MATH,475,Probability,,CC,AMAT,LEC,3,, - ,"Nadtochiy, Sergey",,10,0,10,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,10311,MATH 477-01,MATH,477,Numerical Linear Algebra,25,CC,AMAT,LEC,3,TR,1350 - 1505,"Li, Shuwang",,14,0,14,0,Mies,HH-010,40,22-AUG-22 to 10-DEC-22
Open,11492,MATH 484-01,MATH,484,Regression,4R,CC,AMAT,LEC,3,TR,1000 - 1115,"Kang, Lulu",,14,0,14,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,11706,MATH 486-01,MATH,486,Mathematical Modeling I,00,CC,AMAT,LEC,3,WF,1350 - 1505,"Tier, Charles",,17,0,17,0,Mies,PH-108,56,22-AUG-22 to 10-DEC-22
Open,11477,MATH 491-114,MATH,491,Reading and Research,,CC,AMAT,IND,6,, - ,"Petrovic, Sonja",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11040,MATH 491-115,MATH,491,Reading and Research,,CC,AMAT,IND,6,, - ,"Hickernell, Fred",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12768,MATH 491-133,MATH,491,Reading and Research,,CC,AMAT,IND,6,, - ,"Duan, Jinqiao",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11167,MATH 491-189,MATH,491,Reading and Research,,CC,AMAT,IND,6,, - ,"Kaul, Hemanshu",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12767,MATH 491-198,MATH,491,Reading and Research,,CC,AMAT,IND,6,, - ,"Pelsmajer, Michael",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,13231,MATH 491-199,MATH,491,Reading and Research,,CC,AMAT,IND,6,, - ,"Nadtochiy, Sergey",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,13509,MATH 491-200,MATH,491,Reading and Research,,CC,AMAT,IND,6,, - ,"Liu, Chun",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,14396,MATH 491-201,MATH,491,Reading and Research,,CC,AMAT,IND,6,, - ,"Lubin, Arthur",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,15064,MATH 497-01,MATH,497,Special Problems,,CC,AMAT,IND,3,MW,1125 - 1240,"Ellis, Robert",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11496,MATH 500-01,MATH,500,Applied Analysis I,,CC,AMAT,LEC,3,TR,1515 - 1630,"Cialenco, Igor",,28,0,28,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11707,MATH 522-01,MATH,522,Mathematical Modeling,00,CC,AMAT,LEC,3,WF,1350 - 1505,"Tier, Charles",,30,0,30,0,Mies,PH-108,56,22-AUG-22 to 10-DEC-22
Open,12802,MATH 527-01,MATH,527,Machine Learning in Finance:,,CC,AMAT,LEC,3,TR,1700 - 1815,"Dixon, Matthew",,35,0,35,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,14982,MATH 527-02,MATH,527,Machine Learning in Finance:,,CC,AMAT,LEC,3,, - ,"Dixon, Matthew",,10,0,10,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,15068,MATH 530-01,MATH,530,Applied/Computational Algebra,7P,CC,AMAT,LEC,3,TR,1125 - 1240,"Petrovic, Sonja",,20,0,20,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,15065,MATH 553-01,MATH,553,Discrete Applied Mathematics I,,CC,AMAT,LEC,3,MW,1000 - 1115,"Pelsmajer, Michael",,28,0,28,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11494,MATH 564-01,MATH,564,Applied Statistics,4R,CC,AMAT,LEC,3,TR,1000 - 1115,"Kang, Lulu",,50,0,50,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,11072,MATH 565-01,MATH,565,Monte Carlo Methods in Fin,,CC,AMAT,LEC,3,TR,0835 - 0950,"Ding, Yuhan",,45,0,45,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10315,MATH 565-02,MATH,565,Monte Carlo Methods in Fin,,CC,AMAT,LEC,3,, - ,"Ding, Yuhan",,10,0,10,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,10317,MATH 577-01,MATH,577,Computational Mathematics I,25,CC,AMAT,LEC,3,TR,1350 - 1505,"Li, Shuwang",,20,0,20,0,Mies,HH-010,40,22-AUG-22 to 10-DEC-22
Open,13973,MATH 577-02,MATH,577,Computational Mathematics I,,CC,AMAT,LEC,3,, - ,"Li, Shuwang",,10,0,10,0,Internet,-,0,22-AUG-22 to 10-DEC-22
Open,15066,MATH 589-01,MATH,589,Num Meth for Partial Diff Equa,,CC,AMAT,LEC,3,MW,1125 - 1240,"Li, Xiaofan",,28,0,28,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11475,MATH 591-114,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Petrovic, Sonja",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10660,MATH 591-115,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Hickernell, Fred",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12384,MATH 591-120,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Stasi, Despina",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,10650,MATH 591-133,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Duan, Jinqiao",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11000,MATH 591-141,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Li, Shuwang",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11001,MATH 591-158,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Li, Xiaofan",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11002,MATH 591-160,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Bielecki, Tomasz",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12753,MATH 591-171,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,1,, - ,"Nadtochiy, Sergey",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12755,MATH 591-175,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Cheng, Maggie",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11003,MATH 591-188,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Ellis, Robert",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11004,MATH 591-189,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Kaul, Hemanshu",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,12793,MATH 591-190,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Gong, Ruoting",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11005,MATH 591-191,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Cialenco, Igor",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11324,MATH 591-193,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Kang, Lulu",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11006,MATH 591-198,MATH,591,Research and Thesis M.S.,,CC,AMAT,IND,20,, - ,"Pelsmajer, Michael",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,15067,MATH 593-01,MATH,593,Seminar in Applied Mathematics,,CC,AMAT,SEM,0,M,1350 - 1505,"Gong, Ruoting",,30,0,30,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11497,MATH 594-170,MATH,594,Professional Master's Project,,CC,AMAT,IND,20,, - ,"Tier, Charles",,20,0,20,0,Mies,-,0,22-AUG-22 to 10-DEC-22
Open,11610,MATH 597-114,MATH,597,Reading and Special Projects,,CC,AMAT,IND,3,, - ,"Petrovic, Sonja",,10,0,10,0,Mies,-,0,22-AUG-22 to 10-DEC-22
